"Numer RSPO";"REGON";"NIP";"Typ";"Nazwa";"Kod terytorialny województwo";"Kod terytorialny powiat";"Kod terytorialny gmina";"Kod terytorialny miejscowość";"Kod terytorialny ulica";"Województwo";"Powiat";"Gmina";"Miejscowość";"Rodzaj miejscowości";"Ulica";"Numer budynku";"Numer lokalu";"Kod pocztowy";"Poczta";"Telefon";"Faks";"E-mail";"Strona www";"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Data założenia";"Data rozpoczęcia działalności";"Data likwidacji";"Typ organu prowadzącego";"Nazwa organu prowadzącego";"REGON organu prowadzącego";"NIP organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Miejsce w strukturze";"RSPO podmiotu nadrzędnego";"Typ podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego";"Liczba uczniów";"Tereny sportowe";"Języki nauczane";"Czy zatrudnia logopedę";"Czy zatrudnia psychologa";"Czy zatrudnia pedagoga";"Oddziały podstawowe wg specyfiki";"Oddziały dodatkowe";"Zawód";"Zawód artystyczny";"Zawód w KPSS";"Dziedzina BCU"
"30711";"=""146355224""";"=""5210120397""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 47 IM. ROBERTA SCHUMANA FUNDACJI ""PRIMUS""";"=""14""";"=""1465""";"=""1465138""";"=""0988833""";"=""45233""";"MAZOWIECKIE";"Warszawa";"Ursynów";"Ursynów";"dzielnica m.st. Warszawy";"ul. płk. Zoltána Baló";"=""1""";"";"=""02-793""";"Warszawa";"=""226482853""";"";"krzysztof.adamowicz@primus.com.pl";"www.primus.com.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KRZYSZTOF ADAMOWICZ";"1992.09.01";"1992.09.01";"";"Fundacje";"FUNDACJA ""PRIMUS""";"=""011068989""";"";"MAZOWIECKIE";"Warszawa";"Ursynów";"samodzielna";"";"";"";"423";"boiska do koszykówki, boiska uniwersalne/wielozadaniowe";"angielski, francuski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"52984";"=""146396045""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 61 PRO FUTURO Z ODDZIAŁAMI DWUJĘZYCZNYMI";"=""14""";"=""1432""";"=""1432072""";"=""0008651""";"=""18000""";"MAZOWIECKIE";"warszawski zachodni";"Stare Babice";"Blizne Łaszczyńskiego";"wieś";"ul. Przyszłości";"=""4""";"";"=""05-082""";"Blizne Łaszczyńskiego";"=""228613130""";"";"sekretariat@profuturo.edu.pl";"www.profuturo.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA POŁAĆ";"2002.09.30";"2002.09.30";"";"Spółki Handlowe";"SZKOŁY I PRZEDSZKOLA PRO FUTURO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""362744042""";"=""5252632274""";"MAZOWIECKIE";"warszawski zachodni";"Stare Babice";"samodzielna";"";"";"";"267";"";"angielski, hiszpański, niemiecki, rosyjski, włoski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"88303";"=""221781147""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 7 IM. MARII SKŁODOWSKIEJ-CURIE W SŁUPSKU";"=""22""";"=""2263""";"=""2263011""";"=""0977278""";"=""08435""";"POMORSKIE";"Słupsk";"Słupsk";"Słupsk";"miasto";"ul. Jana Kilińskiego";"=""38""";"";"=""76-200""";"Słupsk";"=""598422493""";"=""598422493""";"sekretariat@szkola7.pl";"www.szkola7.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"Mirosław Gubernat";"2012.05.09";"2012.09.01";"";"Stowarzyszenia";"STOWARZYSZENIE SIÓDEMKA";"=""221620190""";"";"POMORSKIE";"Słupsk";"Słupsk";"samodzielna";"";"";"";"374";"boiska uniwersalne/wielozadaniowe";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"31793";"=""146365056""";"=""5241079052""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 97";"=""14""";"=""1465""";"=""1465058""";"=""0918130""";"=""26877""";"MAZOWIECKIE";"Warszawa";"Mokotów";"Mokotów";"dzielnica m.st. Warszawy";"ul. Edwarda Józefa Abramowskiego";"=""4""";"";"=""02-659""";"Warszawa";"=""228533660""";"=""228533660""";"estraszewska@leonardo.edu.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"EWA STRASZEWSKA";"1995.09.01";"1995.09.01";"";"Osoba fizyczna";"Straszewska Ewa";"";"";"MAZOWIECKIE";"Warszawa";"Targówek";"samodzielna";"";"";"";"274";"";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"128593";"=""362328697""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA O PROFILU JĘZYKOWYM CERVANTES";"=""24""";"=""2417""";"=""2417011""";"=""0927642""";"=""17366""";"ŚLĄSKIE";"żywiecki";"Żywiec";"Żywiec";"miasto";"ul. Powstańców Śląskich";"=""2a""";"";"=""34-300""";"Żywiec";"=""338610201""";"";"biuro@szkolycervantes.pl";"www.szkolycervantes.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"EWELINA SEWERYN";"2014.09.25";"2015.09.01";"";"Osoba fizyczna";"Pielesz Dorota";"";"";"ŚLĄSKIE";"żywiecki";"Łękawica";"samodzielna";"";"";"";"195";"";"angielski, hiszpański";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"131479";"=""365198203""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA O!MEGA";"=""30""";"=""3064""";"=""3064059""";"=""0970224""";"=""17719""";"WIELKOPOLSKIE";"Poznań";"Poznań-Stare Miasto";"Poznań-Stare Miasto";"delegatura";"ul. Przełajowa";"=""5""";"";"=""61-622""";"Poznań";"=""570840534""";"";"sekretariat@omegaszkola.edu.pl";"omegaszkola.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA GÓRNA";"2016.08.19";"2016.09.01";"";"Fundacje";"FUNDACJA O!MEGA";"=""302841869""";"=""7792424764""";"WIELKOPOLSKIE";"Poznań";"Poznań-Nowe Miasto";"samodzielna";"";"";"";"90";"";"angielski, hiszpański";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"484655";"=""542855928""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA OBECNI";"=""06""";"=""0661""";"=""0661011""";"=""0922018""";"=""33262""";"LUBELSKIE";"Biała Podlaska";"Biała Podlaska";"Biała Podlaska";"miasto";"ul. Aleja Jana Pawła II";"=""150""";"";"=""21-500""";"Biała Podlaska";"=""661776630""";"";"edukacjanaturalnie@gmail.com";"edukacjanaturalnie.eu";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"NATALIA RABOSZUK";"2025.09.01";"2025.10.01";"";"Fundacje";"FUNDACJA EDUKACJA NATURALNIE";"=""525842190""";"=""5372675642""";"LUBELSKIE";"Biała Podlaska";"Biała Podlaska";"samodzielna";"";"";"";"4";"";"angielski, rosyjski";"Tak";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"480631";"=""526277349""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA OCTOSCHOOL";"=""22""";"=""2261""";"=""2261011""";"=""0933016""";"=""03066""";"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk";"miasto";"ul. Władysława Cieszyńskiego";"=""1A""";"";"=""80-809""";"Gdańsk";"=""505760799""";"";"kontakt@octoschool.edu.pl";"octoschool.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA OLESZEK";"2023.08.31";"2023.09.01";"";"Spółki Handlowe";"HULA HOP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""389940730""";"=""9571136743""";"POMORSKIE";"Gdańsk";"Gdańsk";"samodzielna";"";"";"";"61";"";"angielski";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"483621";"=""541776693""";"=""7891808002""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA OLIMPUS";"=""30""";"=""3030""";"=""3030055""";"=""0597877""";"=""17325""";"WIELKOPOLSKIE";"wrzesiński";"Września";"Gutowo Małe";"wieś";"ul. Powidzka";"=""6a""";"";"=""62-300""";"Gutowo Małe";"=""607994082""";"";"kontakt@szkolaolimpus.pl";"www.szkolaolimpus.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JOANNA BALCERZAK";"2025.05.12";"2025.09.01";"";"Stowarzyszenia";"WIEJSKIE STOWARZYSZENIE EDUKACYJNO-KULTURALNO-TURYSTYCZNE ""SZANSA""";"=""300108120""";"=""7891651486""";"WIELKOPOLSKIE";"wrzesiński";"Września";"samodzielna";"";"";"";"130";"";"angielski, hiszpański";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"484406";"=""542651670""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA OSADA";"=""30""";"=""3021""";"=""3021115""";"=""0589790""";"";"WIELKOPOLSKIE";"poznański";"Murowana Goślina";"Boduszewo";"wieś";"";"=""16""";"";"=""62-095""";"Boduszewo";"=""886857038""";"";"fundacja.gromada@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"REMIGIUSZ PANKIEWICZ";"2025.09.01";"2025.09.01";"";"Osoba fizyczna";"Pankiewicz Remigiusz";"";"";"WIELKOPOLSKIE";"Poznań";"Poznań-Jeżyce";"samodzielna";"";"";"";"70";"";"angielski, hiszpański, niemiecki";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"124465";"=""341616530""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PERPETUUM MOBILE FUNDACJI KREATYWNEJ EDUKACJI";"=""04""";"=""0461""";"=""0461011""";"=""0928363""";"=""12989""";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"miasto";"ul. Mińska";"=""15""";"";"=""85-402""";"Bydgoszcz";"=""602466347""";"";"biuro@perpetuummobile.edu.pl";"www.perpetuummobile.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JOLANTA GAWRYŁKIEWICZ";"2014.09.01";"2014.09.01";"";"Fundacje";"""FUNDACJA KREATYWNEJ EDUKACJI""";"=""340198651""";"";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"samodzielna";"";"";"";"95";"";"angielski, hiszpański";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"272680";"=""384274702""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA POD WIELKIM DACHEM NIEBA";"=""14""";"=""1465""";"=""1465188""";"=""0919884""";"=""01015""";"MAZOWIECKIE";"Warszawa";"Wola";"Wola";"dzielnica m.st. Warszawy";"ul. Józefa Bema";"=""89""";"";"=""01-233""";"Warszawa";"=""787008530""";"";"sekretariat@szkola-terapeutyczna.pl";"www.szkola-terapeutyczna.pl";"niepubliczna";"Dzieci lub młodzież";"specjalna";"AGNIESZKA GODLEWSKA";"2019.08.22";"2019.09.01";"";"Spółki Handlowe";"WARSZTATOWNIA DZIAŁAŃ TWÓRCZYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""382744010""";"=""5272885624""";"MAZOWIECKIE";"Warszawa";"Wola";"samodzielna";"";"";"";"151";"";"angielski";"Tak";"Tak";"Nie";"specjalny";"";"";"";"";""
"478331";"=""522651242""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PORT-PRACOWNIA OŚWIATOWA ROZWOJU TWÓRCZEGO";"=""14""";"=""1417""";"=""1417011""";"=""0920404""";"=""06075""";"MAZOWIECKIE";"otwocki";"Józefów";"Józefów";"miasto";"ul. Graniczna";"=""24A""";"";"=""05-410""";"Józefów";"=""507943733""";"";"school.office.port@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA HERC";"2022.07.22";"2022.09.01";"";"Spółki Handlowe";"PORT - PRACOWNIA OŚWIATOWA ROZWOJU TWÓRCZEGO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""522360208""";"=""5322099337""";"MAZOWIECKIE";"otwocki";"Józefów";"samodzielna";"";"";"";"133";"";"angielski, hiszpański";"Tak";"Tak";"Nie";"ogólnodostępny, integracyjny";"";"";"";"";""
"264909";"=""368505309""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PRACOWNIA";"=""10""";"=""1061""";"=""1061039""";"=""0957985""";"=""19377""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna";"delegatura";"ul. Rzgowska";"=""17A""";"=""Budynek F""";"=""93-008""";"Łódź";"=""664116524""";"";"szkola@pracowniaedukacyjna.pl";"www.pracowniaedukacyjna.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA JANOWSKA";"2017.09.28";"2017.09.29";"";"Fundacje";"FUNDACJA PRACOWNIA EDUKACYJNA";"=""366095250""";"";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"samodzielna";"";"";"";"94";"boiska do piłki nożnej";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"115644";"=""081147987""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PRO NOVO W BOGACZOWIE";"=""08""";"=""0809""";"=""0809055""";"=""0912497""";"=""21970""";"LUBUSKIE";"zielonogórski";"Nowogród Bobrzański";"Bogaczów";"wieś";"ul. Szkolna";"=""4""";"";"=""66-010""";"Nowogród Bobrzański";"=""720722727""";"";"pronovo.org.pl@gmail.com";"pronovo.org.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"";"2013.06.06";"2013.09.01";"";"Fundacje";"FUNDACJA NA RZECZ WSPIERANIA WSZECHSTRONNEGO ROZWOJU PRO NOVO";"=""081030446""";"";"LUBUSKIE";"zielonogórski";"Nowogród Bobrzański";"szkoła/placówka wchodząca w skład jednostki złożonej";"119000";"Zespół szkół i placówek oświatowych";"NIEPUBLICZNY ZESPÓŁ SZKOLNO-PRZEDSZKOLNY PRO NOVO BOGACZÓWUL. SZKOLNA 4";"159";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"integracyjny";"";"";"";"";""
"262959";"=""368078505""";"=""1251650575""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PROEDUCADO";"=""14""";"=""1434""";"=""1434124""";"=""0921792""";"=""14969""";"MAZOWIECKIE";"wołomiński";"Wołomin";"Wołomin";"miasto";"ul. Oleńki";"=""9""";"";"=""05-200""";"Wołomin";"=""512705110""";"";"sekretariat@proeducado.pl";"www.proeducado.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA WYSZYŃSKA-DEJER";"2017.07.18";"2017.09.01";"";"Fundacje";"""PRO EDUCADO""";"=""366357951""";"=""1251650575""";"MAZOWIECKIE";"wołomiński";"Wołomin";"samodzielna";"";"";"";"174";"";"angielski, hiszpański";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"277562";"=""389120872""";"=""7661646205""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PROGRESSIO Z ODDZIAŁAMI INTEGRACYJNYMI";"=""30""";"=""3028""";"=""3028011""";"=""0967297""";"=""17742""";"WIELKOPOLSKIE";"wągrowiecki";"Wągrowiec";"Wągrowiec";"miasto";"ul. Przemysłowa";"=""14""";"";"=""62-100""";"Wągrowiec";"=""884002079""";"";"biuro@centrum-progressio.eu";"www.centrum-progressio.eu";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA BIAŁAS-PALUCH";"2021.06.01";"2021.09.01";"";"Osoba fizyczna";"Białas-Paluch Katarzyna";"";"";"WIELKOPOLSKIE";"wągrowiecki";"Wągrowiec";"samodzielna";"";"";"";"50";"inne urządzenia sportowe";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"267635";"=""380453069""";"=""1133087213""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PROMITIS";"=""14""";"=""1465""";"=""1465088""";"=""0919298""";"=""24289""";"MAZOWIECKIE";"Warszawa";"Praga-Północ";"Praga-Północ";"dzielnica m.st. Warszawy";"ul. Wileńska";"=""18""";"=""U7""";"=""03-416""";"Warszawa";"=""790090762""";"";"warszawa@autyzm-szkola.pl";"";"niepubliczna";"Dzieci lub młodzież";"specjalna";"MARIA LANGIEWICZ";"2018.06.04";"2018.09.01";"";"Osoba fizyczna";"Langiewicz Piotr";"";"";"MAZOWIECKIE";"Warszawa";"Bielany";"samodzielna";"";"";"";"60";"";"angielski";"Tak";"Nie";"Nie";"specjalny";"";"";"";"";""
"484680";"=""542870520""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PROMYK";"=""20""";"=""2063""";"=""2063011""";"=""0977456""";"=""19648""";"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"miasto";"ul. Sejneńska";"=""26""";"";"=""16-400""";"Suwałki";"";"";"nsp.promyk@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"specjalna";"MICHAŁ ŻMIEŃKO";"2025.09.30";"2026.09.01";"";"Osoba fizyczna";"Żmieńko Michał";"";"";"PODLASKIE";"Białystok";"Białystok";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"119876";"=""321425314""";"=""8511048087""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PROMYK SZKOŁA JAK DOM Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. IGNACEGO JANA PADEREWSKIEGO W SZCZECINIE";"=""32""";"=""3262""";"=""3262011""";"=""0977976""";"=""03188""";"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"miasto";"ul. Cynowa";"=""9""";"";"=""70-722""";"Szczecin";"=""913431591""";"";"ps@promyk.szczecin.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"HELENA GRZYWACZ";"2013.09.13";"2014.09.01";"";"Osoba fizyczna";"GRZYWACZ HELENA";"";"";"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"samodzielna";"";"";"";"118";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"478024";"=""522032220""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PRZY CENTRUM EDUKACYJNYM TULIPANÓW";"=""24""";"=""2475""";"=""2475011""";"=""0943428""";"=""23130""";"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"Sosnowiec";"miasto";"ul. Tulipanów";"=""6""";"";"=""41-214""";"Sosnowiec";"=""322937288""";"";"sekretariat@tulipanow.pl";"https://tulipanow.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"IWONA KACZMARCZYK-STANISZ";"2022.05.10";"2023.09.01";"";"Spółki Handlowe";"CENTRUM EDUKACYJNE ""TULIPANÓW"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""387828207""";"=""6443558023""";"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"samodzielna";"";"";"";"20";"boiska do piłki nożnej";"angielski";"Nie";"Nie";"Nie";"specjalny";"";"";"";"";""
"47613";"=""146365560""";"=""5222502130""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PRZYSTAŃ MONTESSORI";"=""14""";"=""1434""";"=""1434041""";"=""0921970""";"=""10157""";"MAZOWIECKIE";"wołomiński";"Zielonka";"Zielonka";"miasto";"ul. Krzywa";"=""10""";"";"=""05-220""";"Zielonka";"=""502111667""";"=""227810173""";"kaczmarska@pedagogikamontessori.pl";"www.pedagogikamontessori.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA KRUPA";"1994.07.21";"1994.09.01";"";"Osoba fizyczna";"Krupa Katarzyna Julianna";"";"";"MAZOWIECKIE";"Warszawa";"Wawer";"samodzielna";"";"";"";"102";"boiska uniwersalne/wielozadaniowe";"angielski, hiszpański";"Tak";"Tak";"Tak";"integracyjny";"";"";"";"";""
"484495";"=""542754950""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PRZYSTANEK MALUCHA";"=""20""";"=""2063""";"=""2063011""";"=""0977456""";"=""19648""";"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"miasto";"ul. Sejneńska";"=""11""";"";"=""16-400""";"Suwałki";"=""506255522""";"";"fundacjaprzystanekmalucha@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MAJA GALIŃSKA";"2025.09.15";"2025.09.15";"";"Fundacje";"FUNDACJA PRZYSTANEK MALUCHA";"=""528721067""";"=""8442385248""";"PODLASKIE";"Suwałki";"Suwałki";"samodzielna";"";"";"";"12";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"484211";"=""542567431""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA PUNKTUM MONTESSORI";"=""24""";"=""2403""";"=""2403011""";"=""0924158""";"=""03309""";"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"miasto";"ul. Czarny Chodnik";"=""21""";"";"=""43-400""";"Cieszyn";"=""504907333""";"";"fundacja.punktum@gmail.com";"https://montessori-punktum.pl/";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MONIKA SERAFIN";"2025.08.22";"2025.10.01";"";"Fundacje";"FUNDACJA PUNKTUM MONTESSORI";"=""383096664""";"=""5482724353""";"ŚLĄSKIE";"cieszyński";"Cieszyn";"samodzielna";"";"";"";"18";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"482407";"=""529538187""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA RAJSKA SZKOŁA W KRAKOWIE";"=""12""";"=""1261""";"=""1261049""";"=""0950960""";"=""11793""";"MAŁOPOLSKIE";"Kraków";"Kraków-Podgórze";"Kraków-Podgórze";"delegatura";"ul. Łużycka";"=""71A""";"";"=""30-693""";"Kraków";"=""793282303""";"";"sekretariat-luzycka@rajskaszkola.pl";"rajskaszkola.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"";"2024.08.30";"2024.09.01";"";"Stowarzyszenia";"STOWARZYSZENIE RAJSKA SZKOŁA";"=""120045219""";"";"MAŁOPOLSKIE";"Kraków";"Kraków-Podgórze";"samodzielna";"";"";"";"0";"boiska do koszykówki, boiska do piłki nożnej";"";"Nie";"Nie";"Tak";"";"";"";"";"";""
"196294";"=""367991845""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA REGENT Z ODDZIAŁAMI DWUJĘZYCZNYMI W ELBLĄGU";"=""28""";"=""2861""";"=""2861011""";"=""0932703""";"=""09983""";"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"miasto";"ul. Królewiecka";"=""100""";"";"=""82-300""";"Elbląg";"=""552340723""";"";"szkola@regent.edu.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MAREK GOERICK";"2017.07.21";"2017.09.01";"";"Osoba fizyczna";"GOERICK DOROTA";"";"";"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"samodzielna";"";"";"";"142";"";"angielski, francuski, hiszpański";"Tak";"Tak";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"479944";"=""524814530""";"=""9372368468""";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA RISE Z ODDZIAŁAMI DWUJĘZYCZNYMI";"=""12""";"=""1213""";"=""1213044""";"=""0924365""";"=""26608""";"MAŁOPOLSKIE";"oświęcimski";"Kęty";"Kęty";"miasto";"ul. Żwirki i Wigury";"=""2""";"";"=""32-650""";"Kęty";"=""604658921""";"";"kontakt@rise.edu.pl";"www.rise.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ŁUCJA FALFUS";"2023.03.08";"2023.09.01";"";"Osoba fizyczna";"Falfus Łucja";"";"";"ŚLĄSKIE";"bielski";"Kozy";"samodzielna";"";"";"";"33";"";"angielski";"Nie";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"485108";"=""543786017""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA SAPIENS INNOVATIVE SCHOOL";"=""14""";"=""1465""";"=""1465068""";"=""0918643""";"=""06215""";"MAZOWIECKIE";"Warszawa";"Ochota";"Ochota";"dzielnica m.st. Warszawy";"ul. Grójecka";"=""208""";"";"=""02-390""";"Warszawa";"=""452508783""";"";"office@sapienswarsaw.school";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"OLENA TKACHOVA";"2026.01.21";"2026.02.02";"";"Spółki Handlowe";"SAPIENS INNOVATIVE SCHOOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""541701956""";"=""5214116866""";"MAZOWIECKIE";"Warszawa";"Mokotów";"samodzielna";"";"";"";"25";"";"angielski, hiszpański";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"484418";"=""542653277""";"";"Szkoła podstawowa";"NIEPUBLICZNA SZKOŁA PODSTAWOWA SIN FRONTERAS W WARSZAWIE";"=""14""";"=""1465""";"=""1465178""";"=""0988862""";"=""22512""";"MAZOWIECKIE";"Warszawa";"Włochy";"Włochy";"dzielnica m.st. Warszawy";"ul. Świerszcza";"=""62""";"";"=""02-405""";"Warszawa";"=""510173666""";"";"kontakt@szkolasinfronteras.edu.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"OLGA ODZIEMCZYK";"2025.09.01";"2025.09.01";"";"Osoba fizyczna";"ODZIEMCZYK OLGA";"";"";"MAZOWIECKIE";"grodziski";"Milanówek";"samodzielna";"";"";"";"11";"";"angielski, hiszpański";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
