DEPARTAMENTO,SECRETARIA,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,SECTOR,CARACTER,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,EMAIL,RECTOR,TOTAL_MATRICULA,CANTIDAD_SEDES
Cauca,CAUCA,Toribío,219821000094,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL NATALÁ,OFICIAL,Técnico,A,VDA. NATALA RESGUARDO SAN FRANCISCO,VDA. NATALA RESGUARDO SAN FRANCISCO,3226356625,ienatala2020@gmail.com flacoul@yahoo.com.mx flademir2012@gmail.com,FLADEMIR COICUE UL,324,1.0
Cauca,CAUCA,Toribío,219821000159,C.E. SAN FRANCISCO,OFICIAL,No Aplica,A,CENTRO POBLADO SAN FRANCISCO,CORREGIMIENTO SAN FRANCISCO RESGUARDO SAN FRANCISC,3116334087,helcimo@yahoo.es,MARIA ELVIA CIRO MONTOYA,276,2.0
Cauca,CAUCA,Toribío,219821000175,C.E. SAN DIEGO,OFICIAL,No Aplica,A,VEREDA SAN DIEGO,VEREDA SAN DIEGO,3216429295,c.e.sandiego@hotmail.com,OBEYMAR MESSA AQUINAS,175,4.0
Cauca,CAUCA,Toribío,219821000213,INSTITUCION EDUCATIVA LAPRIMICIA,OFICIAL,Académico,A,VEREDA LA PRIMICIA,VEREDA LA PRIMICIA,3213230424,martinescue@gmail.com,MARTIN ESCUE,250,3.0
Cauca,CAUCA,Toribío,219821000230,C.E. EL TABLAZO,OFICIAL,No Aplica,A,VEREDA EL TABLAZO,VEREDA EL TABLAZO,3207420875,wlmest@hotmail.com,WILFREDO MESTIZO TENORIO,172,3.0
Cauca,CAUCA,Toribío,219821000400,C.E. LA FONDA,OFICIAL,No Aplica,A,VEREDA LA FONDA,VEREDA LA FONDA,3122322480,centroeducativolafonda@gmail.com,FABIOLA TROMPETA YULE,58,4.0
Cauca,CAUCA,Toribío,219821000485,INSTITUCIÓN EDUCATIVA LA PLAYA,OFICIAL,Académico,A,VEREDA LA PLAYA,VEREDA LA PLAYA,3126736801,everney10@gmail.com,EVERNEY CHATE MONTANO,534,3.0
Cauca,CAUCA,Toribío,219821000507,I.E. EL CONGO,OFICIAL,Académico,A,VEREDA EL CONGO,VEREDA EL CONGO,3148596003,iecongosp18@gmail.com,JIMMY ESNEYDER MESTIZO PAVI,317,3.0
Cauca,CAUCA,Toribío,219821000558,INSTITUCION EDUCATIVA EL SESTEADERO,OFICIAL,Académico,A,VEREDA EL SESTEADERO,VEREDA EL SESTEADERO,3146210954 - 3209141562,iesesteadero@gmail.com,LUIS YIMER PAVI MUÑOZ,372,3.0
Cauca,CAUCA,Toribío,219821000663,I.E.A. INDIGENA QUINTIN LAME,OFICIAL,Técnico,A,CORREG TACUEYO,CORREG TACUEYO,3024872980,ieaquintinlame19@gmail.com,RUBEN DARIO CORREA VASQUEZ,1 378,3.0
Cauca,CAUCA,Totoró,219824000061,INST EDUC JEBALA,OFICIAL,Técnico,A,CORREGIMIENTO  JEBALA,CORREGIMIENTO  JEBALA,3153778915,,SAUL CAMAYO YUNDA,387,4.0
Cauca,CAUCA,Totoró,219824000109,INSTITUCIÓN EDUCATIVA PALACE,OFICIAL,Académico,A,KM 8 VIA POPYÁN - TOTORÓ,VEREDA PALACE,3148680469,uweimarcasamachin@gmail.com,RODOLFO UWEIMAR CASAMACHIN,380,4.0
Cauca,CAUCA,Totoró,219824000125,INSTITUCION EDUCATIVA POLINDARA,OFICIAL,Técnico,A,CORREGIMIENTO POLINDARA,CORREGIMIENTO POLINDARA,3128073025,institucioneducativapolindara@gmail.com,JOSE DANIEL GURRUTE CHANTRE,413,6.0
Cauca,CAUCA,Totoró,219824000150,INSTITUCION EDUCATIVA NOVIRAO,OFICIAL,Académico,A,VEREDA NOVIRAO,VEREDA NOVIRAO,3103761232,institucioneducativanovirao@gmail.com,JEANN NILTON CAMPO ANGEL,198,1.0
Cauca,CAUCA,Totoró,219824000176,C.E. FLORENCIA,OFICIAL,,A,VDA. FLORENCIA,,3105919210,ienertotoro@hotmail.com,LUCILA MOSQUERA CEPEDA,75,1.0
Cauca,CAUCA,Totoró,219824000206,CENTRO EDUCATIVO BUENAVISTA,OFICIAL,No Aplica,A,CORREGIMIENTO BUENAVISTA,CORREGIMIENTO BUENAVISTA,3216260957,cbuenavistatotoro@gmail.com,GONZALO ANDRES BENAVIDES ARCOS,89,1.0
Cauca,CAUCA,Totoró,219824000222,CENTRO EDUCATIVO AGUAS VIVAS,OFICIAL,No Aplica,A,VEREDA AGUAS VIVAS,VEREDA AGUAS VIVAS,3113125212,ceduaguasvivas@gmail.com,JUAN CARLOS BETANCOURT SUAREZ,83,3.0
Cauca,CAUCA,Totoró,219824000265,INSTITUCION EDUCATIVA AGROFORESTAL SAN JUAN DE QUINTANA,OFICIAL,Académico,A,VEREDA SAN JUAN DE QUINTANA,VEREDA SAN JUAN DE QUINTANA,3022415708,ovidioalexander@gmail.com,OVIDIO ALEXANDER SANCHEZ CAMPO,157,3.0
Cauca,CAUCA,Totoró,219824000371,INSTITUCION EDUCATIVA AGROPECUARIA MANUEL JOSE MOSQUERA VIDAL,OFICIAL,Técnico,A,CORREGIMIENTO PANIQUITA,CORREGIMIENTO PANIQUITA,3117059950,anitaju678@hotmail.com ieamanueljose@gmail.com,ANA JUDIT MORA QUIGUANAS,363,3.0
Cauca,CAUCA,Totoró,219824000532,INSTITUCION EDUCATIVA TATAWALA LA ESTELA (ANTES CENTRO EDUCATIVO LA ESTELA),OFICIAL,Académico,A,VEREDA LA ESTELA,,3153293164,facago@gmail.com,FRANCISCO CAMAYO GOLOMDRINO,260,2.0
Cauca,CAUCA,Totoró,219824000982,INSTITUCION EDUCATIVA AGROINDUSTRIAL VICTOR MANUEL CHAUX VILLAMIL,OFICIAL,Técnico,A,CORREGIMIENTO GABRIEL LOPEZ,CORREGIMIENTO GABRIEL LOPEZ,3147059502,ineavictor@gmail.com,LEONARDO ANTONIO CONCHA TROCHEZ,306,4.0
Cauca,CAUCA,Totoró,219824001024,INST EDUC AGROP PUEBLO TOTORO,OFICIAL,Técnico,A,VEREDA BETANIA,VEREDA BETANIA,3156125919,samarjiz@gmail.com,SARA MARIA JIMENEZ JIMENEZ,495,10.0
Cesar,VALLEDUPAR,Valledupar,220001000098,INSTITUCION EDUCATIVA DE PROMOCIÓN SOCIAL DE GUATAPURÍ - CHEMESQUEMENA,OFICIAL,Técnico/Academico,A,CORREG GUATAPURI,CENTRAL,3157019906  3106593901,i.e.guatapuri@hotmail.com,DIOMEDES RAFAEL ARIAS ARIAS,390,4.0
Cesar,VALLEDUPAR,Valledupar,220001000411,INSTITUCION EDUCATIVA VIRGEN DEL CARMEN,OFICIAL,Académico,A,VEREDA LA MESA,LA MESA,3107257335,eevirgendelcarmen@semvalledupar.gov.co,ALBER ROSADO TORRES,638,8.0
Cesar,CESAR,Pueblo Bello,220001000543,INSTITUCION EDUCATIVA TECNICA MAGOLA HERNANDEZ PARDO,OFICIAL,Técnico/Academico,A,CL 9 12 122,CALLE CENTRAL,3206135908,eemagolahernandez@educacioncesar.gov.co,HERMAN VERGEL SALCEDO,1 471,2.0
Cesar,CESAR,Pueblo Bello,220001000730,CENTRO EDUCATIVO INDIGENA SEYKUTUN,OFICIAL,No Aplica,A,RESGUARDO ARHUACO,,3156840634,eeseykatan@educacioncesar.gov.co,FABIAN EFREN TORRES CONRRADO,613,7.0
Cesar,VALLEDUPAR,Valledupar,220001001094,INSTITUCION EDUCATIVA VILLA GERMANIA,OFICIAL,Académico,A,CORREG VILLA GERMANIA,VILLA GERMANIA,3022940794,eevillagermania@semvalledupar.gov.co,RAFAEL DE JESUS OROZCO CARREÑO,657,19.0
Cesar,VALLEDUPAR,Valledupar,220001001698,INSTITUCION EDUCATIVA DE AGUAS BLANCAS,OFICIAL,Académico,A,CARRETERA NACIONAL VPAR - BOSCONIA CLL7 11A 25,AGUAS BLANCAS,3107068882,ieaguasblancas@semvalledupar.gov.co,JOSUE LIBARDO SARMIENTO LOZANO,1 233,7.0
Cesar,VALLEDUPAR,Valledupar,220001002783,INSTITUCION EDUCATIVA SAN ISIDRO LABRADOR,OFICIAL,Técnico,A,ATANQUEZ,MEDELLIN,5707813  3106607096,eesanisidrolabrador@semvalledupar.gov.co,OSCAR SEGUNDO CARRILLO DAZA,871,4.0
Cesar,VALLEDUPAR,Valledupar,220001002791,INSTITUCION EDUCATIVA LUIS RODRIGUEZ VALERA,OFICIAL,Académico,A,LOS VENADOS,LOS VENADOS,3113182230,eeluisrodriguezvalera@semvalledupar.gov.co,MILTON ELIAS RUEDA BARRIGA,1 591,10.0
Cesar,VALLEDUPAR,Valledupar,220001002805,INSTITUCION EDUCATIVA RODOLFO CASTRO CASTRO,OFICIAL,Académico,A,MARIANGOLA CRA 13 Nº605,MARIANGOLA,3114148911,eerodolfocastrocastro@semvalledupar.gov.co,JAMPIER JOSE LOPEZ MONTENEGRO,1 340,6.0
Cesar,VALLEDUPAR,Valledupar,220001003810,INSTITUCION ETNOEDUCATIVA TECNICO JOSE CELESTINO MUTIS,OFICIAL,Técnico,A,CORREG GUACOCHE,GUACOCHE,5719234 311050083,eejosecelestinomutis@semvalledupar.gov.co,JOSÉ TOMÁS MARQUEZ FRAGOZO,1 079,5.0
Cesar,CESAR,Pueblo Bello,220001005031,CENTRO EDUCATIVO EL DIVISO,OFICIAL,Académico,A,VDA BERLIN DOS,BERLIN DOS,3162786997,eeeldiviso@educacioncesar.gov.co,FABIAN DE JESUS ALVAREZ RODIGUEZ,393,8.0
Cesar,CESAR,Pueblo Bello,220001006461,CENTRO EDUCATIVO MARQUETALIA,OFICIAL,No Aplica,A,VDA. MARQUETALIA,,3167527326,educacion@diocesisdevalledupar.org,ALVAREZ DURAN JAMIS KARYS,353,9.0
Cesar,CESAR,Pueblo Bello,220001006681,CENTRO EDUCATIVO INDIGENA SIMUNURWA,OFICIAL,No Aplica,A,RESGUARDO ARHUACO,O,3186685624,eesimunurwa@educacioncesar.gov.co,LUIS ALBERTO MESTRE NIÑO,691,11.0
Cesar,VALLEDUPAR,Valledupar,220001006720,INSTITUCION EDUCATIVA INDIGENA GUN-ARUWAN,OFICIAL,Técnico,A,SABANA DE CRESPO,,3024422649,eeindigenagunaruwan@semvalledupar.gov.co,TOMAS ADRIANO TORRES TORRES,1 076,18.0
Cesar,CESAR,Pueblo Bello,220001006789,CENTRO EDUCATIVO DIONISIA ALFARO,OFICIAL,No Aplica,A,RESGUARDO INDIGENA DE BUSINCHAMA,CALLE,3186939956,eedionisiaalfaro@educacioncesar.gov.co,GERMAN JOSE MORALES ALVAREZ,400,10.0
Cesar,VALLEDUPAR,Valledupar,220001066820,INSTITUCION EDUCATIVA AGRICOLA LA MINA,OFICIAL,Técnico,A,CORREG LA MINA,LA MINA,785205497,eelamina@semvalledupar.gov.co,AQUILEO AGUILAR ORTIZ,1 194,9.0
Cesar,CESAR,Pueblo Bello,220001067192,INSTITUCION EDUCATIVA LAUREANO MARTINEZ,OFICIAL,Académico,A,VDA COSTA RTCA,,3174770250,eelaureanomartinez@educacioncesar.gov.co,YENFAIR COLPAS SANCHEZ,822,10.0
Cesar,VALLEDUPAR,Valledupar,220001067435,INSTITUCION EDUCATIVA DE PATILLAL,OFICIAL,Académico,A,PLAZA CENTRAL-PATILLAL - CESAR,CENTRO,5719151 985213180,eedepatillal@semvalledupar.gov.co,OSVALDO ENRIQUE JIMENEZ VILLARREAL,698,3.0
Cesar,VALLEDUPAR,Valledupar,220001068539,CENTRO EDUCATIVO INDIGENA CHERUA,OFICIAL,Académico,A,VDA CHERRUA,RESG. KOGGI  MALAYO - ARHUACO,3135973858,eeindigenacherua@semvalledupar.gov.co,JOSE AGUSTIN MALO ALONSO,203,7.0
Cesar,VALLEDUPAR,Valledupar,220001069379,INSTITUCIÓN ETNOEDUCATIVA TECNICA KANZASINAMKE,OFICIAL,No Aplica,A,VILLA RUEDA,RESG. KOGGI  MALAYO - ARHUACO,,,MAIRA ALEJANDRA BOLÍVAR MALO,197,1.0
Cesar,CESAR,Aguachica,220011000053,CENTRO EDUCATIVO NOREAN,OFICIAL,Académico,A,CORREGIMIENTO NOREAN,CORREGIMIENTO NOREAN,3053421648,eenorean@educacioncesar.gov.co,FERNANDO MARIN ARIZA,273,6.0
Cesar,CESAR,Aguachica,220011000347,INSTITUCION EDUCATIVA SANTA TERESA,OFICIAL,Técnico/Academico,A,CORREGIMIENTO PATIÑO,,3157183413,eesantateresa@educacioncesar.gov.co,JORGE ELIECER PULIDO SANCHEZ,174,3.0
Cesar,CESAR,Aguachica,220011000355,INSTITUCION EDUCATIVA SANTA ROSA DE CARACOL,OFICIAL,Académico,A,VDA.  SANTA ROSA,VEREDA SANTA ROSA DEL CARACOL,3186050881,educacion@diocesisdevalledupar.org usuariosdv@gmail.com,JOHN MARTINEZ,699,27.0
Cesar,CESAR,Aguachica,220011000436,CENTRO EDUCATIVO SANTA ROSA DE LIMA,OFICIAL,,A,LOMA DE CORREDOR,,3144182025,eesantarosadelima@educacioncesar.gov.co,FABIAN ENRIQUE GONZALEZ CEPEDA,149,4.0
Cesar,CESAR,Aguachica,220011001254,INSTITUCION EDUCATIVA VILLA DE SAN ANDRES,OFICIAL,Técnico/Academico,A,CORREGIMIENTO VILLA DE SAN ANDRES,CORREGIMIENTO VILLA DE SAN ANDRES,3205696592,eevilladesanandres@educacioncesar.gov.co,RICARDO JESUS LOBO CANIZARES,768,10.0
Cesar,CESAR,Aguachica,220011001386,INSTITUCION EDUCATIVA GUILLERMO LEON VALENCIA DE BARRANCALEBRIJA,OFICIAL,Técnico/Academico,A,CORREGIMIENTO DE BARRANCA LEBRIJA,CORREGIMIENTO BARRANCA LEBRIJA,3147022001,eebarrancalebrija@educacioncesar.gov.co,ROBINSON GARCIA CHAVEZ,549,3.0
Cesar,CESAR,Agustín Codazzi,220013000174,CENTRO EDUCATIVO SAN JACINTO,OFICIAL,Académico,A,VDA. SAN JACINTO,,3215973428,ce.sanjacinto@diocesisdevalledupar.org,CARDOZA SANTANA ARELIS,320,15.0
Cesar,CESAR,Agustín Codazzi,220013000395,INSTITUCION EDUCATIVA SIMON BOLIVAR,OFICIAL,Académico,A,CORREGIMIENTO LLERASCA,CORR LLERASCA,3114257393,eesimonbolivar@educacioncesar.gov.co,TARCICIA DEL ROSARIO CASTRILLO CABARCAS,512,5.0
Cesar,CESAR,Agustín Codazzi,220013000433,INSTITUCION EDUCATIVA SAN RAMON,OFICIAL,Académico,A,VEREDA SAN RAMON,VEREDA SAN RAMON,3016976087,eesanramon@educacioncesar.gov.co,JOSE ALFREDO MEJIA CHINCHILLA,541,8.0
Cesar,CESAR,Agustín Codazzi,220013000956,INSTITUCION EDUCATIVA LUIS GIRALDO,OFICIAL,Técnico/Academico,A,CARRERA 10 NO. 16 - 110 CORR CASACARÁ,CALLE CENTRAL,3017788738,eeluisgiraldo@educacioncesar.gov.co,EDER DAVID DIAZ ARRIETA,1 218,3.0
Cesar,CESAR,Agustín Codazzi,220013022151,CENTRO EDUCATIVO ALTO SICARARE,OFICIAL,Técnico/Academico,A,VDA.ALTO SICARARE,VDA. ALTO SICARARE,3126244479,ce.altosicarare@diocesisdevalledupar.org,ACOSTA RODRIGUEZ KELLY LUZ,311,10.0
Cesar,CESAR,Agustín Codazzi,220013022691,INSTITUCION EDUCATIVA INDIGENA TUTACHE,OFICIAL,Académico,A,VDA. TUTACHE,,3215744715-5581041,wilson.largo.s@gmail.com,WILSON LARGOS SICHACA,1 495,35.0
Cesar,CESAR,Astrea,220032000053,CENTRO EDUCATIVO CAYETANO MORA,OFICIAL,Académico,A,VDA ARBOLETE,VDA ARBOLETE,3107254604,eecayetanomora@educacioncesar.gov.co,ELADIO LAGUNA HOYOS,245,6.0
Cesar,CESAR,Astrea,220032000061,INSTITUCION EDUCATIVA LA CANDELARIA,OFICIAL,Académico,A,VEREDA EL CASCAJO,VEREDA EL CASCAJO,3126319761 - 3114325960,eelacandelaria@educacioncesar.gov.co,CEDRYS RAFAEL CAMARGO RIVERA,369,6.0
Cesar,CESAR,Astrea,220032000088,CENTRO EDUCATIVO NUESTRA SEÑORA DEL CARMEN,OFICIAL,No Aplica,A,VDA VILLA UNION LA YE,VILLA UNION LA YE,3234450323 - 3126734492,eensdelcarmenastrea@educacioncesar.gov.co,ROSA ISABEL TERNERA FONSECA,261,3.0
Cesar,CESAR,Astrea,220032000584,CENTRO EDUCATIVO SAN JOSE (SANTA CECILIA),OFICIAL,Técnico/Academico,A,CORREGIMIENTO SANTA CECILIA,CORREGIMIENTO SANTA CECILIA,3103615451,iesanjosesantacecilia@educacioncesar.gov.co,YAIDITH DEL ROSARIO CABRERA,170,1.0
Cesar,CESAR,Astrea,220032000762,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,OFICIAL,Académico,A,CARRERA 2 NO. 15 - 22,BARRIO EL CARMEN,3126192042,eeluisgalanastrea@educacioncesar.gov.co,ALVARO ENRIQUE ROBLES VILLAZON,1 009,2.0
Cesar,CESAR,Astrea,220032000835,CENTRO EDUCATIVO SAN PEDRO,OFICIAL,Académico,A,VEREDA SAN PEDRO,,3157380499,ce.sanpedroa@diocesisdevalledupar.org,CASTRO GUERRERO ELIANA ROSIRIS,138,4.0
Cesar,CESAR,Astrea,220032009239,INSTITUCION EDUCATIVA EZEQUIEL MONTERO,OFICIAL,Académico,A,CORREGIMIENTO EL HEBRON,LOS TRONQUIT0S,3152879517,eeezequielmontero@educacioncesar.gov.co,WILLIAM ENRIQUE RUBIO LOPEZ,386,3.0
Cesar,CESAR,Becerril,220045000036,CENTRO EDUCATIVO LA GUAJIRITA,OFICIAL,Académico,A,CORREGIMIENTO LA GUAJIRITA,CORR LA GUAJIRITA,3216988469,eelaguajirita@educacioncesar.gov.co,JULIO RAFAEL VEGA GONZALEZ,389,4.0
Cesar,CESAR,Becerril,220045000095,INSTITUCION EDUCATIVA ESTADOS UNIDOS,OFICIAL,Académico,A,CORREG. ESTADOS UNIDOS,CORREG. ESTADOS UNIDOS,3107160457,eeestadosunidos@educacioncesar.gov.co,OSCAR EDUARDO MONTOYA GUTIERREZ,440,11.0
Cesar,CESAR,Becerril,220045006484,CENTRO EDUCATIVO INDIGENA SAN GENARO,OFICIAL,Académico,A,RESGUARDO SOCORPA,RESGUARDO SOCORPA,3114396830,eesangenaro@educacioncesar.gov.co,CARMEN EMILIA ORTIZ RAMIREZ,457,7.0
Cesar,CESAR,Becerril,220045006590,CENTRO EDUCATIVO INDIGENA SOCOMBA,OFICIAL,Académico,A,RESGUARDO SOKORPA,,3203218847,eesocomba@educacioncesar.gov.co,MARIA EUGENIA CAPITAN,495,8.0
Cesar,CESAR,Becerril,220045006654,CENTRO EDUCATIVO VILLA MATILDE,OFICIAL,Académico,A,VDA. VILLA MATILDE,VEREDA VILLA MATILDE,3128671429,eevillamatilde@educacioncesar.gov.co,JAIR THOMAS SARMIENTO GIL,508,14.0
Cesar,CESAR,Bosconia,220060000018,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,OFICIAL,Académico,A,CORREGIMIENTO LOMA COLORADA,EL PARAISO,3136410864,eensdelcarmenbosconia@educacioncesar.gov.co,VERENICE VILLAREA SANCHEZ,489,5.0
Cesar,CESAR,Bosconia,220060000051,INSTITUCION EDUCATIVA CARLOS RESTREPO ARAUJO,OFICIAL,Técnico/Academico,A,CL 27 19 32,18 DE FEBRERO,3214417429,eecarlosrestrepo@educacioncesar.gov.co,AURELIO MORON PARRA,2 648,2.0
Cesar,CESAR,Bosconia,220060000069,INSTITUCION EDUCATIVA SAN JUAN BOSCO,OFICIAL,Académico,A,KR 22 7 120,SAN JUAN BOSCO,3106655731,eesanjuanbosco@educacioncesar.gov.co,CRISOSTOMO ORTIZ D ARMAS,1 318,1.0
Cesar,CESAR,Bosconia,220060003319,CENTRO EDUCATIVO LA ESMERALDA,OFICIAL,,A,KRA 20 # 20-05,,3206119361,ce.laesmeralda@diocesisdevalledupar.org,VEGA CASTILLO MARINELA ROSA,957,10.0
Cesar,CESAR,Chimichagua,220175000011,INSTITUCION EDUCATIVA BET-EL,OFICIAL,Académico,A,CORREG. BET-EL,,3183831680,eebetel@educacioncesar.gov.co,OLGER ENRIQUE FLÓREZ VANEGAS,260,5.0
Cesar,CESAR,Chimichagua,220175000127,INSTITUCION EDUCATIVA LA MATA,OFICIAL,Académico,A,CORREGIMIENTO LA MATA,CORREGIMIENTO LA MATA,3205627174,eelamata@educacioncesar.gov.co,ALFREDYS ARRIETA MEJIA,328,2.0
Cesar,CESAR,Chimichagua,220175000178,INSTITUCION EDUCATIVA SAN ISIDRO,OFICIAL,Académico,A,CORREGIMIENTO EL GUAMO - CHIMICHAGUA,,3114236564,eesanisidrochimichagua@educacioncesar.gov.co,ARTURO RANGEL PEÑALOZA,341,7.0
Cesar,CESAR,Chimichagua,220175000399,CENTRO EDUCATIVO NUESTRA SEÑORA DEL CARMEN,OFICIAL,Académico,A,CORREGIMIENTO SEMPEGUA,SIETE DE AGOSTO,3108418652,eensdelcarmenchimichagua@educacioncesar.gov.co,JESUS ALDO NOBLES MENDEZ,209,1.0
Cesar,CESAR,Chimichagua,220175000470,INSTITUCION EDUCATIVA SAN JOSE,OFICIAL,Técnico/Academico,A,CORREGIMIENTO SOLEDAD,CORREGIMIENTO SOLEDAD,3126699991,eesanjosechimichagua@educacioncesar.gov.co,EDWARD TORRES RUIDIAZ,365,2.0
Cesar,CESAR,Chimichagua,220175000496,INSTITUCION EDUCATIVA BUENOS AIRES,OFICIAL,Académico,A,VEREDA BUENOS AIRES,VEREDA BUENOS AIRES,3215434543,eebuenosaires@educacioncesar.gov.co,JAVIER ENRIQUE PARRA ORTIZ,246,7.0
Cesar,CESAR,Chimichagua,220175000747,INSTITUCION EDUCATIVA LAS VEGAS,OFICIAL,Académico,A,CORREGIMIENTO LAS VEGAS - CHIMICHAGUA,LAS VEGAS,3022671951,eelasvegas@educacioncesar.gov.co,NICOLAS CARO BATISTA,377,5.0
Cesar,CESAR,Chimichagua,220175001620,INSTITUCION EDUCATIVA PALMAR CAÑO HONDO,OFICIAL,Académico,A,VDA. PALMAR CAÑO HONDO,VEREDA PALMAR CAÑO HONDO,3145067161,eepalmar@educacioncesar.gov.co,JUAN DE DIOS FLOREZ DIAZ,459,5.0
Cesar,CESAR,Chimichagua,220175017801,INSTITUCION EDUCATIVA LORENZA BUSTAMANTE,OFICIAL,Técnico/Academico,A,CORREGIMIENTO DE CANDELARIA,CORREGIMIENTO DE CANDELARIA,3205765966,ielorenzabustamante@educacioncesar.gov.co,HECTOR JOSEPH SANCHEZ MOLINA,647,1.0
Cesar,CESAR,Chimichagua,220175017836,INSTITUCION EDUCATIVA SAMUEL ARRIETA MOLINA,OFICIAL,Técnico/Academico,A,CORREGIMIENTO DE MANINGUILLA,CORREGIMIENTO DE MANINGUILLA,3107315604,eesamuelarrieta@educacioncesar.gov.co,ALIDERMAN ALVAREZ AREVALO,611,6.0
Cesar,CESAR,Chimichagua,220175018361,CENTRO EDUCATIVO DIOS ME VE,OFICIAL,,A,VDA. DIOS ME VE,,3114805129,eediosmeve@educacioncesar.gov.co,TATIANA YISSELI MARTINEZ MARTINEZ,325,7.0
Cesar,CESAR,Chimichagua,220175018425,CENTRO EDUCATIVO SANTA LUCIA,OFICIAL,Académico,A,VDA. SANTA LUCIA,VDA. SANTA LUCIA,3188427561,ce.santalucia@diocesisdevalledupar.org,CARO CARO DINA GOLLA,248,7.0
Cesar,CESAR,Chiriguaná,220178000985,INSTITUCION EDUCATIVA MANUEL GERMAN CUELLO,OFICIAL,Técnico/Academico,A,CALLE LA PLAZA,CORR RINCON HONDO,3006244409-3114056541,eemanuelcuello@educacioncesar.gov.co,DIMITRIS DE JESUS ESPINOSA CAMARGO,1 240,5.0
Cesar,CESAR,Chiriguaná,220178001507,INSTITUCION EDUCATIVA SANTA RITA,OFICIAL,Técnico/Academico,A,CRUCE DE LA SIERRA,CORREG EL CRUCE,3106655731,eesantarita@educacioncesar.gov.co,DABIE MILETH LEYVAS PEREZ,570,7.0
Cesar,CESAR,Chiriguaná,220178015273,INSTITUCION EDUCATIVA LA AURORA,OFICIAL,Académico,A,CORREGIMIENTO LA AURORA,CORREGIMIENTO LA AURORA,3185042539,eelaaurora@educacioncesar.gov.co,NUBIS ESTHER TEJEDA OCHOA,561,4.0
Cesar,CESAR,Chiriguaná,220178015435,CENTRO EDUCATIVO NUEVA LUZ,OFICIAL,Académico,A,VDA. NUEVA LUZ,,3233702747,ce.nuevaluz@diocesisdevalledupar.org,PEREZ ROJAS EMILDA,291,8.0
Cesar,CESAR,Curumaní,220228000108,INSTITUCION EDUCATIVA EL MAMEY,OFICIAL,Académico,A,CORREGIMIENTO EL MAMEY,CORREGIMIENTO EL MAMEY,3126433036-3017463580,eeelmamey@educacioncesar.gov.co,PACHECO TORRES ELIECER MANUEL,273,11.0
Cesar,CESAR,Curumaní,220228000582,INSTITUCION EDUCATIVA SANTA ISABEL,OFICIAL,Académico,A,CORREGIMIENTO DE SANTA ISABEL,TAMARINDO,3116933921,eesantaisabel@educacioncesar.gov.co,AMIN ARRIETA GARCIA,394,4.0
Cesar,CESAR,Curumaní,220228000655,INSTITUCION EDUCATIVA AGUSTIN RANGEL,OFICIAL,Técnico/Academico,A,CORREGIMIENTO SAN ROQUE,GARITAS,3145521407,eeagustinrangel@educacioncesar.gov.co,JORGE ELIECER CONTRERAS,908,2.0
Cesar,CESAR,Chimichagua,220228000841,CENTRO EDUCATIVO PIEDRAS BLANCAS,OFICIAL,No Aplica,A,VDA. PIEDRAS BLANCAS,VEREDA PIEDRAS BLANCAS,3215038036,ce.piedrasblancas@diocesisdevalledupar.org,CANDIA GUERRA YESENIA LAUDITH,100,5.0
Cesar,CESAR,Curumaní,220228001015,CENTRO EDUCATIVO SAN PEDRO,OFICIAL,Académico,A,VDA. SAN PEDRO,SAN PEDRO,3128473272,educacion@diocesisdevalledupar.org,MIGUEL ANGEL RINCON QUINTERO,188,8.0
Cesar,CESAR,Curumaní,220228001627,INSTITUCION EDUCATIVA CRISTIAN MORENO PALLARES,OFICIAL,Técnico/Academico,A,CORREG. DE SABAGRANDE,SABANAGRANDE,3126273123,eecristianmoreno@educacioncesar.gov.co,ROLANDO ZUÑIGA PINEDA,490,5.0
Cesar,CESAR,El Copey,220238000742,INSTITUCION EDUCATIVA RAFAEL SOTO FUENTES,OFICIAL,Técnico/Academico,A,CORREGIMIENTO CHIMILA.,CORREGIMIENTO CHIMILA,3104656670,eerafaelsoto@educacioncesar.gov.co,MAURICIO RAFAEL PALLARES ESCORCIA,430,4.0
Cesar,CESAR,El Copey,220238001111,CENTRO EDUCATIVO CORAZONES ABAJO,OFICIAL,,A,VDA. CORAZONES ABAJO,,3216908496,educacion@diocesisdevalledupar.org,BORJA VERGARA NYDIA DEL CARMEN,368,16.0
Cesar,CESAR,El Copey,220238001200,INSTITUCION EDUCATIVA JOSE AGUSTIN MACKENCIE,OFICIAL,Académico,A,CRA 5A NO 6-92,LA CALLE MIME,3216402963,eemackencie@educacioncesar.gov.co,PLINIO DE JESUS HERRERA RODELO,847,11.0
Cesar,CESAR,El Copey,220238001315,INSTITUCION EDUCATIVA EL REPOSO,OFICIAL,Académico,A,VDA. EL REPOSO,,3043429690,ce.elreposo@diocesisdevalledupar.org,WIL ALEXANDER DAZA RUEDA,796,28.0
