An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,Cod SIIIR PJ,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email
2025-2026,BT,MIHĂLĂŞENI,38250,RURAL,0761105321,ȘCOALA GIMNAZIALĂ NR. 1 MIHĂLĂȘENI,NEGREŞTI,38287,RURAL,226,0762101466,SCOALA PRIMARA NR. 2 NEGRESTI,ȘCOALA PRIMARĂ NR. 2 NEGREȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,NEGRESTI, ,717273,0231566118,0231566118,scoalamihalaseni@yahoo.com
2025-2026,BT,MIHĂLĂŞENI,38250,RURAL,0761105321,ȘCOALA GIMNAZIALĂ NR. 1 MIHĂLĂȘENI,SARATA,38303,RURAL,224,0762101493,SCOALA PRIMARA NR. 1 SARATA MIHALASENI,ȘCOALA PRIMARĂ NR. 1 SARATA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,SARATA, ,717276,0231566118,0231566118,scoalamihalaseni@yahoo.com
2025-2026,BT,MILEANCA,38330,RURAL,0761104962,ȘCOALA GIMNAZIALĂ NR. 1 MILEANCA,CODRENI,38349,RURAL,106,0762102006,ŞCOALA PRIMARĂ NR. 2 CODRENI,ŞCOALA PRIMARĂ NR. 2 CODRENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,CODRENI, ,717281,0231624623,0231624623,scoalamileanca@yahoo.com
2025-2026,BT,MILEANCA,38330,RURAL,0761104962,ȘCOALA GIMNAZIALĂ NR. 1 MILEANCA,SELIŞTEA,38367,RURAL,,0762101995,SCOALA PRIMARA NR. 4 SELISTEA MILEANCA,SCOALA PRIMARA NR. 4 SELIȘTEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,SELISTEA, ,717283,0231624623,0231624623,scoalamileanca@yahoo.com
2025-2026,BT,MITOC,38385,RURAL,0761105104,ȘCOALA GIMNAZIALĂ NR. 1 MITOC,HORIA,38394,RURAL,,0762101516,SCOALA PRIMARA NR. 1 HORIA,ȘCOALA PRIMARĂ NR. 1 HORIA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,HORIA, FN,717286,0231562030,0231562114,scoalamitoc@yahoo.com
2025-2026,BT,ORĂŞENI-DEAL,35811,RURAL,0761104433,ȘCOALA GIMNAZIALĂ NR. 1 ORĂŞENI-DEAL,ORĂŞENI-VALE,35820,RURAL,,0762101846,SCOALA PRIMARA NR. 2 ORASENI-VALE,ȘCOALA PRIMARĂ NR. 2 ORĂȘENI-VALE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,ORASENI-VALE, FN,717117,0231511365,0231511365,scoalaorasenideal@yahoo.com
2025-2026,BT,PLOPENII MARI,39499,RURAL,0761104297,LICEUL TEHNOLOGIC PLOPENII MARI,CĂLUGĂRENI,39444,RURAL,,0762102598,SCOALA PRIMARA NR. 8 CALUGARENI VECHI,ȘCOALA PRIMARĂ NR. 8 CĂLUGĂRENI VECHI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,CALUGARENI,FN ,717415,0231543122,0231543122,scoalapm@yahoo.com
2025-2026,BT,PLOPENII MARI,39499,RURAL,0761104297,LICEUL TEHNOLOGIC PLOPENII MARI,CĂLUGĂRENII NOI,39453,RURAL,0739126531,0762102657,SCOALA PRIMARA NR. 9 CALUGARENII NOI,ȘCOALA PRIMARĂ NR. 9 CĂLUGĂRENII NOI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, CĂLUGĂRENI, FN,717415,0231543122,0231543122,scoalapm@yahoo.com
2025-2026,BT,PLOPENII MARI,39499,RURAL,0761104297,LICEUL TEHNOLOGIC PLOPENII MARI,MIHAI VITEAZU,39471,RURAL,,0762102612,SCOALA PRIMARA NR. 5 MIHAI VITEAZU,ȘCOALA PRIMARĂ NR. 5 MIHAI VITEAZU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,MIHAI VITEAZU, FN,717422,0231543122,0231543122,scoalapm@yahoo.com
2025-2026,BT,PLOPENII MARI,39499,RURAL,0761104297,LICEUL TEHNOLOGIC PLOPENII MARI,MÂNDREŞTI,39480,RURAL,0739126532,0762102589,ȘCOALA PRIMARĂ NR. 7 MÂNDREȘTI,ȘCOALA PRIMARĂ NR. 7 MÂNDREȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,MÂNDREŞTI, FN,717415,0231543122,0231543122,scoalapm@yahoo.com
2025-2026,BT,PLOPENII MARI,39499,RURAL,0761104297,LICEUL TEHNOLOGIC PLOPENII MARI,PLOPENII MICI,39505,RURAL,,0762102621,ȘCOALA PRIMARĂ NR.6 PLOPENII MICI,ȘCOALA PRIMARĂ NR. 6 PLOPENII MICI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PLOPENII MICI,FN ,717424,0231543122,0231543122,scoalapm@yahoo.com
2025-2026,BT,PLOPENII MARI,39499,RURAL,0761104297,LICEUL TEHNOLOGIC PLOPENII MARI,VICOLENI,39523,RURAL,,0762103138,SCOALA PRIMARA NR. 4 VICOLENI,ȘCOALA PRIMARĂ NR. 4 VICOLENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,VICOLENI,FN ,717415,0231543133,0231543133,scoalanr1ungureni@yahoo.com
2025-2026,BT,POMÂRLA,38553,RURAL,0761104998,"LICEUL TEORETIC ""ANASTASIE BASOTA"" POMÂRLA",POMÂRLA,38553,RURAL,,0762103391,SCOALA PRIMARA NR. 1 POMÂRLA,SCOALA PRIMARA NR. 1 POMÂRLA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,POMARLA, FN,717300,0231622817,0231622817,anastasiepomirla@yahoo.com
2025-2026,BT,POMÂRLA,38553,RURAL,0761104998,"LICEUL TEORETIC ""ANASTASIE BASOTA"" POMÂRLA",RACOVĂŢ,38571,RURAL,,0762103414,SCOALA PRIMARA NR. 2 RACOVAT,SCOALA PRIMARA NR. 2 RACOVAT,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,RACOVAT, FN,717302,0231622838,0231622817,anastasiepomirla@yahoo.com
2025-2026,BT,PRĂJENI,38599,RURAL,0761104311,ȘCOALA GIMNAZIALĂ NR. 1 PRĂJENI,CÂMPENI,38606,RURAL,,0762102191,SCOALA PRIMARA NR. 3 CIMPENI,ȘCOALA PRIMARĂ NR. 3 CÂMPENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,CAMPENI, FN,717305,0231553086,0231553086,scoalaprajenibt@yahoo.com
2025-2026,BT,PRĂJENI,38599,RURAL,0761104311,ȘCOALA GIMNAZIALĂ NR. 1 PRĂJENI,LUPĂRIA,38615,RURAL,,0762102146,SCOALA PRIMARA NR. 4 LUPARIA,ȘCOALA PRIMARĂ NR. 4 LUPĂRIA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,LUPARIA, FN,717307,0231553086,0231553086,scoalaprajenibt@yahoo.com
2025-2026,BT,PĂLTINIŞ,38508,RURAL,0761105113,ȘCOALA GIMNAZIALĂ „EPISCOP DOCTOR PARTENIE CIOPRON” PĂLTINIȘ,HORODIŞTEA,38526,RURAL,22222,0762101389,SC. PRIMARA ’’SFANTUL IOAN IACOB HOZEVITUL’’ HORO,ȘCOALA PRIMARĂ „SFÂNTUL IOAN IACOB HOZEVITUL” HORODIȘTEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, HORODISTEA, FN,717296,0231551811,0231622212,scoalapaltinis@yahoo.com
2025-2026,BT,PĂLTINIŞ,38508,RURAL,0761105113,ȘCOALA GIMNAZIALĂ „EPISCOP DOCTOR PARTENIE CIOPRON” PĂLTINIȘ,PĂLTINIŞ,38508,RURAL,,0762101398,SCOALA PRIMARA NR. 2 PALTINIS,ȘCOALA PRIMARĂ NR. 2 PĂLTINIȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, PALTINIS, FN,717295,0231622212,0231622212,scoalapaltinis@yahoo.com
2025-2026,BT,ROMA,38820,RURAL,0761104953,ȘCOALA GIMNAZIALĂ NR. 1 ROMA,ROMA,38820,RURAL,,0762103174,SCOALA PRIMARA NR. 2 ROMA,ȘCOALA PRIMARĂ NR. 2 ROMA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, ROMA, FN,717335,0231544687,0231544687,scoalaroma@yahoo.com
2025-2026,BT,RĂCHIŢI,35848,RURAL,0761104582,ȘCOALA GIMNAZIALĂ NR. 1 RĂCHITI,COSTEŞTI,35866,RURAL,,0762103997,SCOALA PRIMARA NR. 3 COSTESTI,ȘCOALA PRIMARĂ NR. 3 COSTEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,COSTESTI, FN,717312,0231544225,0231544225,scoalarachiti@yahoo.com
2025-2026,BT,RĂDĂUŢI-PRUT,38642,RURAL,0761100153,ȘCOALA GIMNAZIALĂ NR. 1 RĂDĂUȚI-PRUT,REDIU,38660,RURAL,,0762102449,SCOALA PRIMARA NR. 3 REDIU RADAUTI-PRUT,ȘCOALA PRIMARĂ NR. 3 REDIU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, REDIU, FN,717317,0231622762,0231622762,scoalarprut@yahoo.com
2025-2026,BT,SANTA MARE,38900,RURAL,0761104496,ȘCOALA GIMNAZIALĂ NR. 1 SANTA MARE,BERZA,38928,RURAL,,0762103563,SCOALA PRIMARA NR.3 BERZA,SCOALA PRIMARA NR.3 BERZA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, BERZA, FN,717345,0231565826,0231565826,scoalasm@yahoo.com
2025-2026,BT,SANTA MARE,38900,RURAL,0761104496,ȘCOALA GIMNAZIALĂ NR. 1 SANTA MARE,ILIŞENI,38955,RURAL,,0762103581,SCOALA PRIMARA NR. 6 ILISENI,SCOALA PRIMARA NR. 6 ILISENI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local, ILISENI, FN,717345,0231565826,0231565826,scoalasm@yahoo.com
2025-2026,BT,SANTA MARE,38900,RURAL,0761104496,ȘCOALA GIMNAZIALĂ NR. 1 SANTA MARE,RÂNGHILEŞTI,38964,RURAL,,0762103613,SCOALA PRIMARA NR. 4 RINGHILESTI,SCOALA PRIMARA NR. 4 RINGHILESTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, RANGHILESTI, FN,717345,0231565826,0231565826,scoalasm@yahoo.com
2025-2026,BT,SMÂRDAN,39042,RURAL,0761105416,ȘCOALA PROFESIONALĂ „SFÂNTUL AP. ANDREI” SMÂRDAN,LIŞNA,39015,RURAL,,0762102526,SCOALA PRIMARA’’CONSTANTIN TINCU’’ LISNA,ŞCOALA PRIMARĂ „CONSTANTIN TINCU” LIŞNA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,LIŞNA, FN,717360,0231623026,0231623026,sam_smirdan@yahoo.com
2025-2026,BT,SMÂRDAN,39042,RURAL,0761105416,ȘCOALA PROFESIONALĂ „SFÂNTUL AP. ANDREI” SMÂRDAN,OROFTIANA,39024,RURAL,0739078015,0762102571,SCOALA PRIMARA NR. 5 OROFTIANA,ŞCOALA PRIMARĂ NR. 5 OROFTIANA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,OROFTIANA, FN,717360,0231623026,0231623026,sam_smirdan@yahoo.com
2025-2026,BT,SMÂRDAN,39042,RURAL,0761105416,ȘCOALA PROFESIONALĂ „SFÂNTUL AP. ANDREI” SMÂRDAN,SUHARĂU,38991,RURAL,0739078002,0762102467,SCOALA PRIMARĂ NR. 2 SUHARAU,ȘCOALA PRIMARĂ NR. 2 SUHARĂU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,SUHARĂU, FN,717360,0231623026,0231623026,sam_smirdan@yahoo.com
2025-2026,BT,STĂUCENI,35893,RURAL,0761100135,ȘCOALA GIMNAZIALĂ NR. 1 STĂUCENI,VICTORIA,35928,RURAL,5555,0762103468,SCOALA PRIMARA NR. 3 VICTORIA,SCOALA PRIMARA NR. 3 VICTORIA,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,VICTORIA, FN,717357,0231545751,0231545751,scoala_stauceni@yahoo.com
2025-2026,BT,SĂVENI,36079,URBAN,0761105099,ȘCOALA GIMNAZIALĂ NR. 1 SĂVENI,BODEASA,36088,URBAN,,0762100239,SCOALA PRIMARA NR. 1 BODEASA,ȘCOALA PRIMARĂ NR. 1 BODEASA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,BODEASA, ,715301,0231541259,0231541278,scgensaveni@yahoo.com
2025-2026,BT,SĂVENI,36079,URBAN,0761105099,ȘCOALA GIMNAZIALĂ NR. 1 SĂVENI,BOZIENI,36097,URBAN,,0762105696,ȘCOALA PRIMARĂ NR. 2 BOZIENI,ȘCOALA PRIMARĂ NR. 2 BOZIENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALA,FN,715302,0231541278,0231541278,scgensaveni@yahoo.com
2025-2026,BT,TODIRENI,39275,RURAL,0761104365,LICEUL TEHNOLOGIC TODIRENI,IUREŞTI,39319,RURAL,,0762103206,SCOALA PRIMARA NR. 3 IURESTI,ŞCOALA PRIMARĂ NR. 3 IUREŞTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,IUREŞTI, FN,717399,0231574744,0231574744,sgtodireni@yahoo.com
2025-2026,BT,TODIRENI,39275,RURAL,0761104365,LICEUL TEHNOLOGIC TODIRENI,TODIRENI,39275,RURAL,,0762103224,SCOALA PRIMARA NR. 1 TODIRENI,ŞCOALA PRIMARĂ NR. 1 TODIRENI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,TODIRENI, FN,717395,0231574744,0231574744,sgtodireni@yahoo.com
2025-2026,BT,TRUŞEŞTI,39337,RURAL,0761105235,LICEUL „DEMOSTENE BOTEZ” TRUŞEŞTI,BUHĂCENI,39346,RURAL,3917721,0762102915,SCOALA PRIMARA NR. 4 BUHACENI,ȘCOALA PRIMARĂ NR. 4 BUHĂCENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,BUHĂCENI, FN,717401,0231570222,0231570222,grupscolartrusesti@yahoo.com
2025-2026,BT,TRUŞEŞTI,39337,RURAL,0761105235,LICEUL „DEMOSTENE BOTEZ” TRUŞEŞTI,DRISLEA,39364,RURAL,3917722,0762102906,SCOALA PRIMARA NR. 3 DRISLEA,ȘCOALA PRIMARĂ NR. 3 DRISLEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,DRISLEA, FN,717403,0231570222,0231570222,grupscolartrusesti@yahoo.com
2025-2026,BT,TRUŞEŞTI,39337,RURAL,0761105235,LICEUL „DEMOSTENE BOTEZ” TRUŞEŞTI,IONĂŞENI,39373,RURAL,39177203,0762102924,SCOALA PRIMARA NR. 2 IONASENI TRUSESTI,ŞCOALA PRIMARĂ NR. 2 IONĂŞENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,IONĂŞENI, FN,717404,0231570222,0231570222,grupscolartrusesti@yahoo.com
2025-2026,BT,TUDOR VLADIMIRESCU,36195,RURAL,0761105583,ŞCOALA GIMNAZIALĂ NR.2 TUDOR VLADIMIRESCU-ALBEŞTI,COŞTIUGENI,36168,RURAL,,0762103631,ŞCOALA PRIMARĂ NR.3 COŞTIUGENI,ŞCOALA PRIMARĂ NR.3 COŞTIUGENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALĂ, 27,717007,0231572125,0231572125,scalbesti@yahoo.com
2025-2026,BT,UNŢENI,39541,RURAL,0761104813,ȘCOALA GIMNAZIALĂ NR. 1 UNȚENI,MÂNĂSTIRENI,39578,RURAL,,0762103088,SCOALA PRIMARA NR. 2 MANASTIRENI,ȘCOALA PRIMARĂ NR. 2 MÂNĂSTIRENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,MÂNĂSTIRENI, FN,717438,0231543988,0231543808,scoala.unteni@yahoo.com
2025-2026,BT,VLĂDENI-DEAL,37388,RURAL,0761104555,ȘCOALA GIMNAZIALĂ NR.1 VLĂDENI-DEAL,ŞENDRENI,37379,RURAL,,0762100664,SCOALA PRIMARA NR. 5 SENDRENI,ȘCOALA PRIMARĂ NR. 5 ȘENDRENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,SENDRENI, FN,717160,0231554205,0231554205,scoalasendreni@yahoo.com
2025-2026,BT,VLĂSINEŞTI,39809,RURAL,0761105425,"ȘCOALA PROFESIONALĂ „GHEORGHE BURAC"" VLĂSINEȘTI",MIRON COSTIN,39818,RURAL,33338,0762101968,SCOALA PRIMARA NR. 3 MIRON COSTIN,ȘCOALA PRIMARĂ NR. 3 MIRON COSTIN,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,CALEA LAPTELUI, 26,717466,0231541379,0231541379,scvlasinesti2006@yahoo.com
2025-2026,BT,VORONA,39881,RURAL,0761105312,"LICEUL TEHNOLOGIC „ȘTEFAN CEL MARE ȘI SFÂNT"" VORONA",POIANA,39916,RURAL,12533811,0762100994,SCOALA PRIMARA ’’NICOLAE IORGA’’ POIANA VORONA,ȘCOALA PRIMARĂ „NICOLAE IORGA” POIANA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,POIANA, FN,717478,0231588885,0231588656,grscolar_vorona@yahoo.com
2025-2026,BT,VÂRFU CÂMPULUI,39701,RURAL,0761104894,ȘCOALA GIMNAZIALĂ „ACADEMICIAN ALEXANDRU ZUB” VÂRFU CÂMPULUI,IONĂŞENI,39710,RURAL,,0762101706,SCOALA PRIMARA NR 3 VÂRFU CÂMPULUI,ŞCOALA PRIMARĂ NR. 3 IONĂŞENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,IONĂŞENI,FN ,717452,0231627181,0231627181,scoalanr.1virfucimpului@gmail.com
2025-2026,BT,VÂRFU CÂMPULUI,39701,RURAL,0761104894,ȘCOALA GIMNAZIALĂ „ACADEMICIAN ALEXANDRU ZUB” VÂRFU CÂMPULUI,LUNCA,39729,RURAL,,0762101715,SCOALA PRIMARA NR. 2 LUNCA VÂRFU-CÂMPULUI,ȘCOALA PRIMARĂ NR. 2 LUNCA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,LUNCA, FN,717452,0231627181,0231627181,scoalanr.1virfucimpului@gmail.com
2025-2026,BT,VĂCULEŞTI,39621,RURAL,0761104632,ȘCOALA GIMNAZIALĂ NR. 1 VĂCULEȘTI,SAUCENIŢA,39649,RURAL,,0762103301,SCOALA PRIMARA NR. 2 SAUCENITA,SCOALA PRIMARA NR. 2 SAUCENITA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,SAUCENIŢA, FN,717445,0231620305,0231620242,scoala_vaculesti@yahoo.com
2025-2026,BT,ŞENDRICENI,39131,RURAL,0761105407,LICEUL TEHNOLOGIC „ALEXANDRU VLAHUȚĂ” ȘENDRICENI,HORLĂCENI,39140,RURAL,83186302,0762102051,ȘC. PRIM. ȘT. AIRINEI HORLĂCENI,ȘCOALA PRIMARĂ „ȘTEFAN AIRINEI” HORLĂCENI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,SCOLII,10,717381,0231610124,0231610124,vlahuta@ltavs.ro
2025-2026,BT,ŞENDRICENI,39131,RURAL,0761105407,LICEUL TEHNOLOGIC „ALEXANDRU VLAHUȚĂ” ȘENDRICENI,PĂDURENI,39159,RURAL,,0762102069,SC. PRIM. V. ISĂCEANU PĂDURENI - ȘENDRICENI,ȘCOALA PRIMARĂ „VICTOR ISĂCEANU” PĂDURENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALA,43,717382,0231610124,0231610124,vlahuta@ltavs.ro
2025-2026,BT,ŞTEFĂNEŞTI,39177,URBAN,0761104926,LICEUL „ȘTEFAN D. LUCHIAN” ȘTEFĂNEȘTI,BOBULEŞTI,39195,URBAN,,0762101597,SCOALA PRIMARĂ NR.2 BOBULESTI,ȘCOALA PRIMARĂ NR. 2 BOBULEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,BOBULESTI, FN,717387,0231564158,0231564158,liceulstefanesti@gmail.com
2025-2026,BT,ŞTEFĂNEŞTI,39177,URBAN,0761104926,LICEUL „ȘTEFAN D. LUCHIAN” ȘTEFĂNEȘTI,BĂDIUŢI,39186,URBAN,,0762101602,SCOALA PRIMARA NR.4 BADIUTI,ȘCOALA PRIMARĂ NR. 4 BĂDIUȚI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, BADIUTI, FN,717386,0231564282,0231564158,liceulstefanesti@gmail.com
2025-2026,BT,ŞTEFĂNEŞTI,39177,URBAN,0761104926,LICEUL „ȘTEFAN D. LUCHIAN” ȘTEFĂNEȘTI,ŞTEFĂNEŞTI,39177,URBAN,,0762105488,SCOALA PRIMARA NR.3 STINCA,ȘCOALA PRIMARĂ NR. 3 STÂNCA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,STÂNCA, FN,717385,0231564158,0231564158,liceulstefanesti@gmail.com
2025-2026,BV,BECLEAN,40553,RURAL,0861100848,Școala Primară Beclean,BECLEAN,40553,RURAL,396019,0861100848,Școala Primară Beclean,Școala Primară Beclean,Unitate de învățământ,PJ,29404910,Un schimb/zi,Buget,Publică de interes naţional şi local,BECLEAN,106,507010,0268518529,0268518529,scoalabeclean@yahoo.com
2025-2026,BV,BECLEAN,40553,RURAL,0861100848,Școala Primară Beclean,BOHOLŢ,40562,RURAL,,0862103073,Școala Primară Boholț,Școala Primară Boholț,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Boholț,258,507011,0268518529,0268518529,scoalabeclean@yahoo.com
2025-2026,BV,BRAN,40642,RURAL,0861100509,Liceul 'Sextil Pușcariu' Bran,BRAN,40642,RURAL,,0862103557,Școala Primară Poarta,Școala Primară Poarta,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Valea Porții ,162,507025,0268236719,0372892261,liceulsextilpuscariu@yahoo.fr
2025-2026,BV,BRAŞOV,40205,URBAN,0861205114,Școala Primară 'ETOS Academy' Brașov,BRAŞOV,40205,URBAN,,0861205114,Școala Primară 'ETOS Academy',Școala Primară 'ETOS Academy' Brașov,Unitate de învățământ,PJ,50652310,Un schimb/zi,Taxă,Privată,Olteţ,10-11,507252,0766089891,0766089891,office@centrulheidi.ro
2025-2026,BV,BRAŞOV,40205,URBAN,0861205177,Școala Primară 'Greenkid' Brașov,BRAŞOV,40205,URBAN,,0861205177,Școala Primară 'Greenkid' Brașov,Școala Primară 'Greenkid' Brașov,Unitate de învățământ,PJ,38316753,Un schimb/zi,Taxă,Privată,N.D. Cocea ,12,500193,0745524508,0745524508,office@greenkid.ro
2025-2026,BV,BUNEŞTI,40713,RURAL,0861101071,Școala Gimnazială Bunești,CRIŢ,40722,RURAL,,0862102805,Școala Primară Criț,Școala Primară Criț,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Castanului,64,507036,0268248706,0268248706,scoalagenerala_bunesti@yahoo.com
2025-2026,BV,BUNEŞTI,40713,RURAL,0861101071,Școala Gimnazială Bunești,MEŞENDORF,40731,RURAL,,0862102791,Școala Primară Meșendorf,Școala Primară Meșendorf,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Rândunelelor,62,507037,0268248716,0268248716,scoalagenerala_bunesti@yahoo.com
2025-2026,BV,BUNEŞTI,40713,RURAL,0861101071,Școala Gimnazială Bunești,ROADEŞ,40740,RURAL,,0862102814,Școala Primară Roadeș,Școala Primară Roadeș,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Sânzienelor,20,507038,0268248716,0268248716,scoalagenerala_bunesti@yahoo.com
2025-2026,BV,BUNEŞTI,40713,RURAL,0861101071,Școala Gimnazială Bunești,VISCRI,40759,RURAL,,0862102823,Școala Primară Viscri,Școala Primară Viscri,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,1,507039,0268248716,0268248716,scoalagenerala_bunesti@yahoo.com
2025-2026,BV,CAŢA,40777,RURAL,0861100486,Școala Gimnazială Cața,BEIA,40786,RURAL,,0862103575,Școala Primară Beia,Școala Primară Beia,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALĂ,246,507041,0268248610,0268248610,scoalagenerala_cata@yahoo.com
2025-2026,BV,CINCU,40839,RURAL,0861101121,Școala Gimnazială Cincu,TOARCLA,40848,RURAL,,0862102669,Școala Primară Toarcla,Școala Primară Toarcla,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,148,507046,0268244125,0268244125,scoalacincu@yahoo.com
2025-2026,BV,COMANA DE JOS,40866,RURAL,0861101347,Școala Gimnazială Comăna de Jos,TICUŞU NOU,40893,RURAL,,0862102357,Școala Primară Ticușu Nou,Școala Primară Ticușu Nou,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,MARE,93,507051,0268287509,0268287509,scgcomana@yahoo.com
2025-2026,BV,CRIZBAV,41051,RURAL,0861101935,Școala Gimnazială Crizbav,CUTUŞ,41060,RURAL,,0862104083,Școala Primară Cutuș,Școala Primară Cutuș,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,CETĂȚII,75,507082,0268481835,0268481753,Sec_Crizbav@yahoo.com
2025-2026,BV,FELDIOARA,40964,RURAL,0861100613,Liceul 'Petru Rareș' Feldioara,COLONIA RECONSTRUCŢIA,40973,RURAL,,0862103358,Școala Primară Reconstrucția,Școala Primară Reconstrucția,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,RECONSTRUCȚIA,FN,507066,0268265011,0268265011,petruraresfeldioara@yahoo.com
2025-2026,BV,FELDIOARA,40964,RURAL,0861100613,Liceul 'Petru Rareș' Feldioara,ROTBAV,40982,RURAL,,0862103349,Școala Primară Rotbav,Școala Primară Rotbav,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,ROTBAV,FN,507067,0268265011,0268265011,petruraresfeldioara@yahoo.com
2025-2026,BV,HOGHIZ,41186,RURAL,0861100884,Școala Gimnazială Hoghiz,BOGATA OLTEANĂ,41195,RURAL,,0862103028,Școala Primară Bogata,Școala Primară Bogata,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,76,507096,0268286223,0268286223,scoalahoghiz@yahoo.com
